"url_bulletins","year","month","comorbidity","comorbidity_cases","comorbidity_percent"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Epatite",10,"10.2"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Cheratocongiuntivite",9,"9.2"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Diarrea",8,"8.2"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Stomatite",7,"7.1"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Polmonite",5,"5.1"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Laringotraccheobronchite",3,"3.1"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Trombocitopenia",3,"3.1"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Altra complicanza",2,"2.0"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Insufficienza respiratoria",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Otite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_59.pdf",2020,5,"Convulsioni",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Epatite",12,"11.9"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Cheratocongiuntivite",9,"8.9"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Diarrea",8,"7.9"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Stomatite",7,"6.9"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Polmonite",6,"5.9"
"https://github.com/fbranda/measles/blob/main/Italy/2020/bulletins/RM_News_2019_60.pdf",2020,6,"Laringotraccheobronchite",4,"4.0"
