"url_bulletins","year","month","age_group","Unit","cases","cases_percent","incidence","cases_with_complication","cases_with_complication_percent","cases_with_complication_percent_total"
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_49.pdf",2019,1,"0_4","N/1000000",13,"8.1","5.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_49.pdf",2019,1,"5_14","N/1000000",6,"3.7","1.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_49.pdf",2019,1,"15_39","N/1000000",110,"67.5","6.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_49.pdf",2019,1,"40_64","N/1000000",31,"18.9","1.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_49.pdf",2019,1,"65+","N/1000000",1,"0.4","0.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_50.pdf",2019,2,"0_4","N/1000000",39,"11.8","16.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_50.pdf",2019,2,"5_14","N/1000000",16,"4.8","2.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_50.pdf",2019,2,"15_39","N/1000000",206,"62.1","12.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_50.pdf",2019,2,"40_64","N/1000000",68,"20.6","3.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_50.pdf",2019,2,"65+","N/1000000",1,"0.4","0.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_51.pdf",2019,3,"0_4","N/1000000",60,"10.8","25.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_51.pdf",2019,3,"5_14","N/1000000",31,"5.6","5.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_51.pdf",2019,3,"15_39","N/1000000",337,"60.5","20.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_51.pdf",2019,3,"40_64","N/1000000",119,"21.3","5.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_51.pdf",2019,3,"65+","N/1000000",4,"0.7","0.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_52.pdf",2019,4,"0_4","N/1000000",85,"9.8","35.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_52.pdf",2019,4,"5_14","N/1000000",37,"4.3","7.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_52.pdf",2019,4,"15_39","N/1000000",543,"62.9","33.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_52.pdf",2019,4,"40_64","N/1000000",187,"21.7","8.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_52.pdf",2019,4,"65+","N/1000000",6,"0.7","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_53.pdf",2019,5,"0_4","N/1000000",121,"11.0","49.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_53.pdf",2019,5,"5_14","N/1000000",53,"4.8","9.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_53.pdf",2019,5,"15_39","N/1000000",669,"61.0","40.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_53.pdf",2019,5,"40_64","N/1000000",243,"22.2","11.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_53.pdf",2019,5,"65+","N/1000000",0,"0.0","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_54.pdf",2019,6,"0_4","N/1000000",141,"10.6","58.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_54.pdf",2019,6,"5_14","N/1000000",64,"4.8","11.7",NA,NA,NA
