"url_bulletins","year","month","code_region","name_region","lat","lon","new_cases","total_cases","unit","incidence","population"
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,1,13,"Abruzzo",42.35122196,13.39843823,0,0,"N/1000000","0.0",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,2,13,"Abruzzo",42.35122196,13.39843823,1,1,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,3,13,"Abruzzo",42.35122196,13.39843823,1,2,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,4,13,"Abruzzo",42.35122196,13.39843823,5,7,"N/1000000","3.9",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,5,13,"Abruzzo",42.35122196,13.39843823,1,8,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,6,13,"Abruzzo",42.35122196,13.39843823,1,9,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,7,13,"Abruzzo",42.35122196,13.39843823,1,10,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,8,13,"Abruzzo",42.35122196,13.39843823,1,11,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,9,13,"Abruzzo",42.35122196,13.39843823,0,11,"N/1000000","0.0",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,10,13,"Abruzzo",42.35122196,13.39843823,0,11,"N/1000000","0.0",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,11,13,"Abruzzo",42.35122196,13.39843823,1,12,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,13,"Abruzzo",42.35122196,13.39843823,1,13,"N/1000000","0.8",1293941
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,1,2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,2,2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,3,2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,4,2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,5,2,"Aosta Valley",45.73750286,7.320149366,3,3,"N/1000000","24.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,6,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,7,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,8,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,9,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,10,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,11,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,2,"Aosta Valley",45.73750286,7.320149366,0,3,"N/1000000","0.0",125034
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,1,21,"AP Bolzano",46.49933453,11.35662422,1,1,"N/1000000","1.9",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,2,21,"AP Bolzano",46.49933453,11.35662422,0,1,"N/1000000","0.0",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,3,21,"AP Bolzano",46.49933453,11.35662422,0,1,"N/1000000","0.0",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,4,21,"AP Bolzano",46.49933453,11.35662422,1,2,"N/1000000","1.9",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,5,21,"AP Bolzano",46.49933453,11.35662422,0,2,"N/1000000","0.0",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,6,21,"AP Bolzano",46.49933453,11.35662422,1,3,"N/1000000","1.9",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,7,21,"AP Bolzano",46.49933453,11.35662422,3,6,"N/1000000","5.6",532644
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,8,21,"AP Bolzano",46.49933453,11.35662422,0,6,"N/1000000","0.0",532644
