"url_bulletins","year","month","age_group","Unit","cases","cases_percent","incidence","cases_with_complication","cases_with_complication_percent","cases_with_complication_percent_total"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,1,"0_4","N/100000",43,"26.1","1.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,1,"5_14","N/100000",5,"2.8","0.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,1,"15_39","N/100000",96,"58.6","0.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,1,"40_64","N/100000",19,"11.3","0.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,1,"65+","N/100000",0,"0.0","0.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,2,"0_4","N/100000",92,"22.4","3.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,2,"5_14","N/100000",26,"6.4","0.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,2,"15_39","N/100000",232,"56.5","1.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,2,"40_64","N/100000",59,"14.4","0.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,2,"65+","N/100000",0,"0.0","0.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,3,"0_4","N/100000",176,"21.9","7.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,3,"5_14","N/100000",61,"7.6","1.1",NA,NA,NA
