"url_bulletins","year","month","comorbidity","comorbidity_cases","comorbidity_percent"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Diarrea",158,"12.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Stomatite",68,"5.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Altra complicanza",60,"4.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Polmonite",53,"4.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Cheratocongiuntivite",45,"3.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Otite",34,"2.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Epatite",29,"2.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Insufficienza respiratoria",23,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Laringotraccheobronchite",16,"1.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Trombocitopenia",9,"0.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Convulsioni",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Diarrea",180,"13.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Stomatite",73,"5.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Altra complicanza",28,"2.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Polmonite",62,"4.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Cheratocongiuntivite",53,"3.9"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Otite",35,"2.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Epatite",38,"2.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Insufficienza respiratoria",25,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Laringotraccheobronchite",23,"1.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Trombocitopenia",13,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Convulsioni",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Diarrea",194,"12.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Stomatite",82,"5.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Altra complicanza",53,"3.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Polmonite",79,"5.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Cheratocongiuntivite",62,"4.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Otite",36,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Epatite",55,"3.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Insufficienza respiratoria",37,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Laringotraccheobronchite",24,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Trombocitopenia",15,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Convulsioni",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Diarrea",201,"12.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Stomatite",88,"5.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Altra complicanza",53,"3.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Polmonite",80,"5.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Cheratocongiuntivite",71,"4.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Otite",38,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Epatite",58,"3.7"
